time,value
2016-05-27 18:29:44,800.3794724600656
2016-05-28 06:27:12,810.0223296029227
2016-05-28 12:25:56,813.2366153172085
2016-05-29 02:23:00,816.4509010314941
2016-05-29 14:20:28,822.8794724600656
2016-05-30 00:18:22,826.0937581743513
2016-05-30 10:16:15,829.308043888637
2016-05-30 20:14:09,835.7366153172084
2016-05-31 02:12:53,838.9509010314941
2016-05-31 04:12:28,838.9509010314941
2016-05-31 08:11:37,842.1651867457799
2016-05-31 12:10:47,845.3794724600655
2016-05-31 18:09:31,848.5937581743513
2016-06-01 02:07:50,848.5937581743513
2016-06-01 10:06:09,851.808043888637
2016-06-01 18:04:28,858.2366153172084
2016-06-02 00:03:12,861.4509010314941
2016-06-02 08:01:31,864.6651867457798
2016-06-02 12:00:41,867.8794724600656
2016-06-02 17:59:25,871.0937581743513
2016-06-02 23:58:09,874.3080438886369
2016-06-03 09:56:03,877.5223296029227
2016-06-03 13:55:12,880.7366153172085
2016-06-03 21:53:31,883.950901031494
2016-06-04 03:52:15,883.950901031494
2016-06-04 09:51:00,887.1651867457798
2016-06-04 19:48:53,890.3794724600656
2016-06-05 01:47:37,890.3794724600656
2016-06-05 13:45:06,896.8080438886369
2016-06-06 01:42:34,896.8080438886369
2016-06-06 11:40:28,900.0223296029227
2016-06-06 21:38:22,903.2366153172085
2016-06-07 09:35:50,906.4509010314943
2016-06-07 21:33:18,909.6651867457799
2016-06-08 09:30:47,912.8794724600656
2016-06-08 17:29:06,916.0937581743514
2016-06-09 01:27:25,916.0937581743514
2016-06-09 09:25:44,919.3080438886371
2016-06-09 19:23:37,919.3080438886371
2016-06-10 05:21:31,919.3080438886371
2016-06-10 11:20:15,922.5223296029227
2016-06-10 19:18:34,922.5223296029227
2016-06-11 05:16:28,922.5223296029227
2016-06-11 15:14:22,922.5223296029227
2016-06-12 01:12:15,922.5223296029227
2016-06-12 13:09:44,922.5223296029227
2016-06-13 01:07:12,922.5223296029227
2016-06-13 09:05:31,922.5223296029227
2016-06-13 17:03:50,925.7366153172085
2016-06-13 19:03:25,925.7366153172085
2016-06-14 01:02:09,925.7366153172085
2016-06-14 05:01:18,925.7366153172085
2016-06-14 09:00:28,925.7366153172085
2016-06-14 12:59:37,925.7366153172085
2016-06-14 18:58:22,925.7366153172085
2016-06-15 00:57:06,925.7366153172085
2016-06-15 08:55:25,925.7366153172085
2016-06-15 16:53:44,925.7366153172085
2016-06-16 00:52:03,925.7366153172085
2016-06-16 04:51:12,925.7366153172085
2016-06-16 08:50:22,925.7366153172085
2016-06-16 12:49:31,925.7366153172085
2016-06-16 20:47:50,925.7366153172085
2016-06-17 00:47:00,925.7366153172085
2016-06-17 04:46:09,925.7366153172085
2016-06-17 12:44:28,925.7366153172085
2016-06-17 16:43:37,925.7366153172085
2016-06-17 22:42:22,925.7366153172085
2016-06-18 06:40:41,925.7366153172085
2016-06-18 12:39:25,925.7366153172085
2016-06-18 20:37:44,925.7366153172085
2016-06-19 04:36:03,925.7366153172085
2016-06-19 12:34:22,925.7366153172085
2016-06-19 20:32:41,925.7366153172085
2016-06-20 00:31:50,925.7366153172085
2016-06-20 06:30:34,925.7366153172085
2016-06-20 08:30:09,925.7366153172085
2016-06-20 14:28:53,925.7366153172085
2016-06-20 16:28:28,925.7366153172085
2016-06-20 20:27:37,925.7366153172085
2016-06-20 22:27:12,925.7366153172085
2016-06-21 04:25:56,925.7366153172085
2016-06-21 08:25:06,922.5223296029227
2016-06-21 14:23:50,919.3080438886371
2016-06-21 16:23:25,916.0937581743514
2016-06-21 20:22:34,916.0937581743514
2016-06-22 00:21:44,909.6651867457799
2016-06-22 08:20:03,903.2366153172085
2016-06-22 12:19:12,896.8080438886369
2016-06-22 16:18:22,890.3794724600656
2016-06-22 22:17:06,883.950901031494
2016-06-23 02:16:15,877.5223296029227
2016-06-23 04:15:50,871.0937581743513
2016-06-23 10:14:34,864.6651867457798
2016-06-23 14:13:44,858.2366153172084
2016-06-23 16:13:18,851.808043888637
2016-06-23 20:12:28,842.1651867457799
2016-06-24 00:11:37,838.9509010314941
2016-06-24 04:10:47,832.5223296029228
2016-06-24 06:10:22,826.0937581743513
2016-06-24 08:09:56,819.6651867457799
2016-06-24 12:09:06,806.808043888637
2016-06-24 16:08:15,800.3794724600656
2016-06-24 20:07:25,784.308043888637
2016-06-24 22:07:00,774.6651867457798
2016-06-25 00:06:34,768.2366153172084
2016-06-25 02:06:09,761.8080438886369
2016-06-25 04:05:44,758.5937581743511
2016-06-25 06:05:18,748.950901031494
2016-06-25 08:04:53,742.5223296029227
2016-06-25 10:04:28,729.6651867457798
2016-06-25 12:04:03,723.2366153172084
2016-06-25 14:03:37,716.808043888637
2016-06-25 16:03:12,710.3794724600656
2016-06-25 20:02:22,691.0937581743514
2016-06-25 22:01:56,684.6651867457798
2016-06-26 00:01:31,675.0223296029227
2016-06-26 02:01:06,671.8080438886371
2016-06-26 04:00:41,662.1651867457799
2016-06-26 06:00:15,649.3080438886369
2016-06-26 07:59:50,639.6651867457798
2016-06-26 09:59:25,626.8080438886369
2016-06-26 11:59:00,617.1651867457798
2016-06-26 15:58:09,607.5223296029227
2016-06-26 17:57:44,594.6651867457799
2016-06-26 19:57:18,588.2366153172084
2016-06-26 21:56:53,575.3794724600656
2016-06-26 23:56:28,565.7366153172085
2016-06-27 03:55:37,549.6651867457798
2016-06-27 05:55:12,523.950901031494
2016-06-27 07:54:47,514.3080438886369
2016-06-27 09:54:22,504.66518674577986
2016-06-27 11:53:56,491.808043888637
2016-06-27 13:53:31,478.95090103149414
2016-06-27 15:53:06,459.66518674577986
2016-06-27 17:52:41,450.02232960292275
2016-06-27 19:52:15,433.9509010314941
2016-06-27 21:51:50,414.66518674577986
2016-06-28 01:51:00,398.5937581743513
2016-06-28 03:50:34,382.52232960292275
2016-06-28 05:50:09,356.808043888637
2016-06-28 07:49:44,337.5223296029227
2016-06-28 09:49:18,302.16518674577986
2016-06-28 11:48:53,289.308043888637
2016-06-28 13:48:28,266.808043888637
2016-06-28 15:48:03,250.73661531720842
2016-06-28 17:47:37,234.66518674577983
2016-06-28 19:47:12,221.80804388863697
2016-06-28 21:46:47,208.95090103149417
2016-06-28 23:46:22,192.87947246006556
2016-06-29 01:45:56,173.5937581743513
2016-06-29 03:45:31,138.2366153172084
2016-06-29 05:45:06,80.37947246006557
2016-06-29 07:44:41,48.236615317208425
2016-06-29 19:42:09,61.09375817435128
2016-06-29 23:41:18,67.52232960292271
