time,value
2016-04-20 03:40:28,25.736615317208425
2016-04-20 09:39:12,32.165186745779856
2016-04-20 17:37:31,51.45090103149414
2016-04-21 03:35:25,70.73661531720842
2016-04-21 13:33:18,93.23661531720843
2016-04-21 21:31:37,109.308043888637
2016-04-22 05:29:56,128.59375817435128
2016-04-22 13:28:15,141.45090103149414
2016-04-22 17:27:25,151.09375817435128
2016-04-22 21:26:34,163.95090103149414
2016-04-23 03:25:18,173.5937581743513
2016-04-23 07:24:28,186.45090103149414
2016-04-23 11:23:37,196.09375817435128
2016-04-23 15:22:47,202.5223296029227
2016-04-23 19:21:56,215.37947246006559
2016-04-23 23:21:06,221.80804388863697
2016-04-24 03:20:15,234.66518674577983
2016-04-24 07:19:25,241.09375817435128
2016-04-24 13:18:09,253.95090103149414
2016-04-24 17:17:18,260.3794724600656
2016-04-24 21:16:28,270.02232960292275
2016-04-25 03:15:12,276.45090103149414
2016-04-25 09:13:56,286.09375817435125
2016-04-25 15:12:41,292.5223296029227
2016-04-25 23:11:00,302.16518674577986
2016-04-26 05:09:44,311.80804388863703
2016-04-26 13:08:03,321.4509010314942
2016-04-26 19:06:47,331.0937581743513
2016-04-27 01:05:31,340.7366153172085
2016-04-27 11:03:25,347.1651867457798
2016-04-28 01:00:28,363.2366153172084
2016-04-28 12:57:56,376.09375817435125
2016-04-28 20:56:15,388.9509010314942
2016-04-29 06:54:09,398.5937581743513
2016-04-29 16:52:03,411.45090103149414
2016-04-30 02:49:56,421.0937581743513
2016-04-30 10:48:15,430.7366153172084
2016-04-30 18:46:34,437.16518674577986
2016-05-01 04:44:28,446.808043888637
2016-05-01 12:42:47,459.66518674577986
2016-05-01 20:41:06,466.09375817435125
2016-05-02 06:39:00,475.7366153172084
2016-05-02 16:36:53,485.37947246006553
2016-05-03 02:34:47,495.0223296029227
2016-05-03 18:31:25,504.66518674577986
2016-05-04 06:28:53,517.5223296029227
2016-05-04 16:26:47,530.3794724600656
2016-05-05 04:24:15,540.0223296029227
2016-05-05 14:22:09,549.6651867457798
2016-05-05 18:21:18,552.8794724600656
2016-05-06 04:19:12,562.5223296029227
2016-05-06 08:18:22,568.9509010314941
2016-05-06 14:17:06,572.1651867457799
2016-05-06 22:15:25,578.5937581743513
2016-05-07 08:13:18,581.808043888637
2016-05-07 22:10:22,588.2366153172084
2016-05-08 12:07:25,597.8794724600655
2016-05-09 00:04:53,607.5223296029227
2016-05-09 16:01:31,613.9509010314941
2016-05-10 05:58:34,620.3794724600656
2016-05-10 19:55:37,626.8080438886369
2016-05-11 11:52:15,636.450901031494
2016-05-12 03:48:53,646.0937581743513
2016-05-12 15:46:22,652.5223296029227
2016-05-13 03:43:50,658.9509010314943
2016-05-13 19:40:28,665.3794724600656
2016-05-14 07:37:56,671.8080438886371
2016-05-14 23:34:34,678.2366153172085
2016-05-15 17:30:47,691.0937581743514
2016-05-16 09:27:25,697.5223296029227
2016-05-17 01:24:03,703.9509010314941
2016-05-17 15:21:06,713.5937581743513
2016-05-18 03:18:34,720.0223296029227
2016-05-18 15:16:03,723.2366153172084
2016-05-19 07:12:41,729.6651867457798
2016-05-19 19:10:09,732.8794724600656
2016-05-20 05:08:03,736.0937581743513
2016-05-20 15:05:56,742.5223296029227
2016-05-21 07:02:34,748.950901031494
2016-05-21 15:00:53,748.950901031494
2016-05-22 06:57:31,755.3794724600656
2016-05-22 20:54:34,761.8080438886369
2016-05-23 10:51:37,768.2366153172084
2016-05-24 06:47:25,774.6651867457798
2016-05-24 20:44:28,777.8794724600656
2016-05-25 12:41:06,781.0937581743514
2016-05-26 02:38:09,787.5223296029227
2016-05-26 12:36:03,790.7366153172085
2016-05-27 02:33:06,793.9509010314943
2016-05-27 12:31:00,800.3794724600656
