time,value
2016-08-11 09:16:47,21.30681818181818
2016-08-11 11:34:53,21.30681818181818
2016-08-11 17:20:09,27.800324675324674
2016-08-11 23:05:25,37.54058441558442
2016-08-12 05:59:44,47.28084415584415
2016-08-12 11:45:00,57.021103896103895
2016-08-12 17:30:15,60.267857142857146
2016-08-13 02:42:41,73.25487012987013
2016-08-13 09:37:00,76.50162337662337
2016-08-13 19:58:28,86.24188311688312
2016-08-14 04:01:50,99.22889610389609
2016-08-14 10:56:09,108.96915584415584
2016-08-14 16:41:25,118.70941558441558
2016-08-14 23:35:44,128.44967532467533
2016-08-15 07:39:06,141.43668831168833
2016-08-15 13:24:22,151.17694805194807
2016-08-15 19:09:37,164.16396103896102
2016-08-16 00:54:53,173.90422077922076
2016-08-16 07:49:12,190.137987012987
2016-08-16 13:34:28,203.125
2016-08-16 21:37:50,219.35876623376623
2016-08-17 05:41:12,235.59253246753246
2016-08-17 12:35:31,245.33279220779218
2016-08-17 21:47:56,261.56655844155847
2016-08-18 07:00:22,277.80032467532465
2016-08-18 18:30:53,300.5275974025974
2016-08-19 03:43:18,320.0081168831169
2016-08-19 12:55:44,336.2418831168831
2016-08-19 23:17:12,355.7224025974026
2016-08-20 08:29:37,378.44967532467535
2016-08-20 20:00:09,404.4237012987013
2016-08-21 12:06:53,436.89123376623377
2016-08-21 23:37:25,462.8652597402597
2016-08-22 09:58:53,488.8392857142857
2016-08-22 19:11:18,511.5665584415584
2016-08-23 06:41:50,534.2938311688313
2016-08-23 18:12:22,563.5146103896104
2016-08-24 03:24:47,579.7483766233767
2016-08-24 11:28:09,599.2288961038961
2016-08-24 17:13:25,618.7094155844156
2016-08-25 02:25:50,634.9431818181818
2016-08-25 07:02:03,644.6834415584416
2016-08-25 11:38:15,657.6704545454546
2016-08-25 16:14:28,664.163961038961
2016-08-25 20:50:41,677.150974025974
2016-08-26 01:26:53,686.8912337662338
2016-08-26 06:03:06,696.6314935064936
2016-08-26 10:39:18,709.6185064935064
2016-08-26 14:06:28,716.112012987013
2016-08-26 17:33:37,722.6055194805194
2016-08-26 19:51:44,732.3457792207793
2016-08-27 00:27:56,742.086038961039
2016-08-27 02:46:03,748.5795454545454
2016-08-27 05:04:09,761.5665584415584
2016-08-27 08:31:18,768.0600649350649
2016-08-27 13:07:31,781.047077922078
2016-08-27 17:43:44,794.034090909091
2016-08-27 23:29:00,810.2678571428571
2016-08-28 04:05:12,826.5016233766233
2016-08-28 06:23:18,832.9951298701299
2016-08-28 08:41:25,842.7353896103896
2016-08-28 12:08:34,852.4756493506493
2016-08-28 14:26:41,858.9691558441559
2016-08-28 16:44:47,868.7094155844156
2016-08-28 20:11:56,878.4496753246754
2016-08-28 21:21:00,884.9431818181818
2016-08-28 22:30:03,891.4366883116883
2016-08-28 23:39:06,891.4366883116883
2016-08-29 00:48:09,897.9301948051948
2016-08-29 01:57:12,904.4237012987013
2016-08-29 03:06:15,907.6704545454546
2016-08-29 05:24:22,917.4107142857143
2016-08-29 06:33:25,920.6574675324675
2016-08-29 07:42:28,927.150974025974
2016-08-29 08:51:31,933.6444805194806
2016-08-29 10:00:34,933.6444805194806
2016-08-29 11:09:37,940.137987012987
2016-08-29 12:18:41,946.6314935064936
2016-08-29 13:27:44,949.8782467532467
2016-08-29 14:36:47,956.3717532467533
2016-08-29 15:45:50,962.8652597402597
2016-08-29 16:54:53,962.8652597402597
2016-08-29 18:03:56,975.8522727272727
2016-08-29 19:13:00,975.8522727272727
2016-08-29 20:22:03,982.3457792207793
2016-08-29 21:31:06,985.5925324675325
2016-08-29 22:40:09,995.3327922077923
2016-08-29 23:49:12,998.5795454545454
